"Type"	"PvA"	"Gene"	"n"	"n_dep"	"lrt_rate"	"n_PvA"	"type_lrt_rate"	"p.value"	"p.value.adj"	"Group"
"Ewing"	"Pediatric"	"DPRX (503834)"	14	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"DPRX (503834)"	25	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"DPRX (503834)"	1	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"DPRX (503834)"	8	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"DPRX (503834)"	19	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"DPRX (503834)"	8	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"DPRX (503834)"	9	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"DPRX (503834)"	10	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"DPRX (503834)"	1	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"DPRX (503834)"	20	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"DPRX (503834)"	3	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"DPRX (503834)"	5	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"DPRX (503834)"	11	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"DPRX (503834)"	25	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"DPRX (503834)"	16	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"DPRX (503834)"	33	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"DPRX (503834)"	21	1	0.00523560209424084	3	0.00174520069808028	"1"	"1"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"DPRX (503834)"	22	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"DPRX (503834)"	24	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"DPRX (503834)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"DPRX (503834)"	1	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"DPRX (503834)"	7	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"DPRX (503834)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"DPRX (503834)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"DPRX (503834)"	1	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"DPRX (503834)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"DPRX (503834)"	2	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"DPRX (503834)"	5	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"DPRX (503834)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"DPRX (503834)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"DPRX (503834)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"DPRX (503834)"	2	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"DPRX (503834)"	5	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"DPRX (503834)"	4	0	0.00523560209424084	3	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"CRTC3 (64784)"	35	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"CRTC3 (64784)"	29	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"CRTC3 (64784)"	76	6	0.0523560209424084	30	0.0104712041884817	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"CRTC3 (64784)"	38	1	0.0523560209424084	30	0.00174520069808028	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"CRTC3 (64784)"	53	15	0.0523560209424084	30	0.0261780104712042	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"CRTC3 (64784)"	33	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"CRTC3 (64784)"	31	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"CRTC3 (64784)"	2	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"CRTC3 (64784)"	45	1	0.0523560209424084	30	0.00174520069808028	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"CRTC3 (64784)"	2	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"CRTC3 (64784)"	14	1	0.024390243902439	2	0.0121951219512195	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"CRTC3 (64784)"	25	1	0.0523560209424084	30	0.00174520069808028	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"CRTC3 (64784)"	1	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"CRTC3 (64784)"	8	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"CRTC3 (64784)"	19	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"CRTC3 (64784)"	8	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"CRTC3 (64784)"	9	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"CRTC3 (64784)"	10	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"CRTC3 (64784)"	1	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"CRTC3 (64784)"	20	1	0.0523560209424084	30	0.00174520069808028	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"CRTC3 (64784)"	3	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"CRTC3 (64784)"	5	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"CRTC3 (64784)"	11	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"CRTC3 (64784)"	25	2	0.0523560209424084	30	0.00349040139616056	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"CRTC3 (64784)"	16	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"CRTC3 (64784)"	33	1	0.0523560209424084	30	0.00174520069808028	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"CRTC3 (64784)"	21	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"CRTC3 (64784)"	22	1	0.0523560209424084	30	0.00174520069808028	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"CRTC3 (64784)"	24	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"CRTC3 (64784)"	2	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"CRTC3 (64784)"	1	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"CRTC3 (64784)"	7	1	0.0523560209424084	30	0.00174520069808028	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"CRTC3 (64784)"	1	1	0.024390243902439	2	0.0121951219512195	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"CRTC3 (64784)"	1	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"CRTC3 (64784)"	1	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"CRTC3 (64784)"	1	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"CRTC3 (64784)"	2	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"CRTC3 (64784)"	5	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"CRTC3 (64784)"	2	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"CRTC3 (64784)"	1	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"CRTC3 (64784)"	1	0	0.024390243902439	2	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"CRTC3 (64784)"	2	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"CRTC3 (64784)"	5	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"CRTC3 (64784)"	4	0	0.0523560209424084	30	0	"0.410958343774233"	"0.832794199559994"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"NOTCH1 (4851)"	35	2	0.00349040139616056	2	0.00349040139616056	"1"	"1"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"NOTCH1 (4851)"	29	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"NOTCH1 (4851)"	76	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"NOTCH1 (4851)"	38	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"NOTCH1 (4851)"	53	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"NOTCH1 (4851)"	33	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"NOTCH1 (4851)"	31	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"NOTCH1 (4851)"	2	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"NOTCH1 (4851)"	45	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"NOTCH1 (4851)"	2	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"NOTCH1 (4851)"	14	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"NOTCH1 (4851)"	25	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"NOTCH1 (4851)"	1	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"NOTCH1 (4851)"	8	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"NOTCH1 (4851)"	19	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"NOTCH1 (4851)"	8	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"NOTCH1 (4851)"	9	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"NOTCH1 (4851)"	10	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"NOTCH1 (4851)"	1	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"NOTCH1 (4851)"	20	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"NOTCH1 (4851)"	3	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"NOTCH1 (4851)"	5	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"NOTCH1 (4851)"	11	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"NOTCH1 (4851)"	25	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"NOTCH1 (4851)"	16	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"NOTCH1 (4851)"	33	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"NOTCH1 (4851)"	21	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"NOTCH1 (4851)"	22	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"NOTCH1 (4851)"	24	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"NOTCH1 (4851)"	2	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"NOTCH1 (4851)"	1	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"NOTCH1 (4851)"	7	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"NOTCH1 (4851)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"NOTCH1 (4851)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"NOTCH1 (4851)"	1	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"NOTCH1 (4851)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"NOTCH1 (4851)"	2	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"NOTCH1 (4851)"	5	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"NOTCH1 (4851)"	2	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"NOTCH1 (4851)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"NOTCH1 (4851)"	1	0	0	0	0	"1"	"1"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"NOTCH1 (4851)"	2	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"NOTCH1 (4851)"	5	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"NOTCH1 (4851)"	4	0	0.00349040139616056	2	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"CDS2 (8760)"	35	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"CDS2 (8760)"	29	2	0.0890052356020942	51	0.00349040139616056	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"CDS2 (8760)"	76	8	0.0890052356020942	51	0.0139616055846422	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Ovarian"	"Adult"	"CDS2 (8760)"	38	3	0.0890052356020942	51	0.00523560209424084	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Skin"	"Adult"	"CDS2 (8760)"	53	7	0.0890052356020942	51	0.012216404886562	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Breast"	"Adult"	"CDS2 (8760)"	33	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Pancreatic"	"Adult"	"CDS2 (8760)"	31	3	0.0890052356020942	51	0.00523560209424084	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Meningioma"	"Adult"	"CDS2 (8760)"	2	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Glioma"	"Adult"	"CDS2 (8760)"	45	8	0.0890052356020942	51	0.0139616055846422	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Sarcoma"	"Adult"	"CDS2 (8760)"	2	1	0.0890052356020942	51	0.00174520069808028	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Ewing"	"Pediatric"	"CDS2 (8760)"	14	0	0.195121951219512	16	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Gastric"	"Adult"	"CDS2 (8760)"	25	1	0.0890052356020942	51	0.00174520069808028	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Fibrosarcoma"	"Adult"	"CDS2 (8760)"	1	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Medulloblastoma"	"Pediatric"	"CDS2 (8760)"	8	2	0.195121951219512	16	0.024390243902439	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Neuroblastoma"	"Pediatric"	"CDS2 (8760)"	19	2	0.195121951219512	16	0.024390243902439	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Osteosarcoma"	"Pediatric"	"CDS2 (8760)"	8	4	0.195121951219512	16	0.0487804878048781	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Mesothelioma"	"Adult"	"CDS2 (8760)"	9	1	0.0890052356020942	51	0.00174520069808028	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Rhabdoid"	"Pediatric"	"CDS2 (8760)"	10	2	0.195121951219512	16	0.024390243902439	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Prostate"	"Adult"	"CDS2 (8760)"	1	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Kidney"	"Adult"	"CDS2 (8760)"	20	1	0.0890052356020942	51	0.00174520069808028	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Gallbladder"	"Adult"	"CDS2 (8760)"	3	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Thyroid"	"Adult"	"CDS2 (8760)"	5	1	0.0890052356020942	51	0.00174520069808028	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Rhabdomyosarcoma"	"Pediatric"	"CDS2 (8760)"	11	3	0.195121951219512	16	0.0365853658536585	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Bile Duct"	"Adult"	"CDS2 (8760)"	25	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Small Cell Lung"	"Adult"	"CDS2 (8760)"	16	3	0.0890052356020942	51	0.00523560209424084	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Head And Neck"	"Adult"	"CDS2 (8760)"	33	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Liver"	"Adult"	"CDS2 (8760)"	21	4	0.0890052356020942	51	0.00698080279232112	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Endometrial/Uterine"	"Adult"	"CDS2 (8760)"	22	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Esophageal"	"Adult"	"CDS2 (8760)"	24	2	0.0890052356020942	51	0.00349040139616056	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Leiomyosarcoma"	"Adult"	"CDS2 (8760)"	2	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Chondrosarcoma"	"Adult"	"CDS2 (8760)"	1	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Cervical"	"Adult"	"CDS2 (8760)"	7	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Pediatric Glioma"	"Pediatric"	"CDS2 (8760)"	1	0	0.195121951219512	16	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Hepatoblastoma"	"Pediatric"	"CDS2 (8760)"	1	0	0.195121951219512	16	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Lung Carcinoid"	"Adult"	"CDS2 (8760)"	1	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Renal Medullary Carcinoma"	"Pediatric"	"CDS2 (8760)"	1	0	0.195121951219512	16	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Pediatric Sarcoma"	"Pediatric"	"CDS2 (8760)"	2	1	0.195121951219512	16	0.0121951219512195	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Synovial Sarcoma"	"Pediatric"	"CDS2 (8760)"	5	2	0.195121951219512	16	0.024390243902439	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"SCCOHT"	"Adult"	"CDS2 (8760)"	2	1	0.0890052356020942	51	0.00174520069808028	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Retinoblastoma"	"Pediatric"	"CDS2 (8760)"	1	0	0.195121951219512	16	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Pediatric Germ Cell"	"Pediatric"	"CDS2 (8760)"	1	0	0.195121951219512	16	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
pediatric lines
dependent"
"Uveal Melanoma"	"Adult"	"CDS2 (8760)"	2	2	0.0890052356020942	51	0.00349040139616056	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Liposarcoma"	"Adult"	"CDS2 (8760)"	5	3	0.0890052356020942	51	0.00523560209424084	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Chordoma"	"Adult"	"CDS2 (8760)"	4	0	0.0890052356020942	51	0	"0.0144014537764753"	"0.130984651014609"	"Fraction of
adult lines
dependent"
"Colon/Colorectal"	"Adult"	"ELF5 (2001)"	35	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Bladder"	"Adult"	"ELF5 (2001)"	29	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
"Non-Small Cell Lung"	"Adult"	"ELF5 (2001)"	76	0	0.00174520069808028	1	0	"1"	"1"	"Fraction of
adult lines
dependent"
